gazetteer_name,gaode_map_item,place_type,match_status,visual_priority,occurrence_count,in_curated_checklist,primary_year,earliest_year,latest_year,year_list,year_count,time_type,year_source,time_anchor_note,lon,lat,coord_source,coord_status,coord_crs,coord_note,gaode_check_action,first_context,time_context,notes
武汉桥,武汉桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,政公用局负责建设，同济大学建筑设计院和苏州市市政设计院联合设计，中铁一局集团公司桥梁处负责施工，武汉桥梁建筑工程监理公司监理。为苏州市第一座精装修的大桥。夜间景观照明是大桥的又一特色。每当夜晚来临，,,
每个桥,每个桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,，气势雄伟，蔚为壮观。特别是农历八月十五中秋节，月明风清，水波不兴，“月在桥洞中，桥在月光下”，每个桥孔都呈现月影，远望似一串明月，出现“五十三孔照影来”的“宝带串月”奇观。是日，车水船龙，人们成群,,
每顶石桥,每顶石桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,东南西北都有桥。东面有顶坝基桥，西面有顶泰让桥。南面有顶人民桥，北面有顶平门桥。当中有顶接驾桥，每顶石桥风景好。古城苏州风光好，东南西北都有桥。葑门外面觅渡桥，盘门外面吴门桥。阊门外面有吊桥，金门有顶,,
毛主席革命路,毛主席革命路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,长主持。1968年3月5日，始行废除土葬。8月，掀起“三忠于”（忠于毛主席、忠于毛泽东思想、忠于毛主席革命路线）风潮，早请示、晚汇报、向毛主席献忠心。11月，木渎镇、金山公社、郭巷公社19名知识青年至境内,,
民门外大马路,民门外大马路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,民革命军21师先头部队和苏州人民的欢迎队伍在宝带桥畔会合。军民双方，队伍整齐，军乐齐鸣，经盘门、民门外大马路，从阊门入城。下午，北伐军齐集体育场，当即召开了盛大的“苏州人民欢迎北伐军大会”。北伐军21师政,,
民间传说这一天各路,民间传说这一天各路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,糕”等习俗，祈求春耕来临之际风调雨顺，干活不腰痛，手脚轻健，人寿年丰。百花生日农历二月十二日，民间传说这一天各路花仙聚会共庆，村民在花树果木枝上缚上红布条或贴上一小块红纸，称之“赏红”，以祝愿百花盛开，五谷丰,,
民间信仰主要表现在庙,民间信仰主要表现在庙,religious_site,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,仰境域寺庙有澹台子祠、太太庙、土地庙、兴福庵、宝庆寺。居民信仰佛教、道教，以女性和年长者居多。民间信仰主要表现在庙会、抬猛将。庙会境内庙会门类、范围及规模大小不一，形式各异。有坐堂庙会和出堂庙会，会期1天。庙,,
水文河,水文河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,雪天。平均初雪日是1月17日，最早是12月16日；平均终雪日是2月14日，最迟是3月14日。三、水文河流境域在20世纪90年代初期，共有大小内河流39条，总长度16555米。南北纵向的骨干河道有古,,
水港小桥,水港小桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,称。开门见水，非舟莫渡；举足有河，非桥莫过，于是古人写下了“君到姑苏见，人家尽枕河；古宫闲地少，水港小桥多”（唐杜荀鹤）的诗篇。小桥、流水、人家，便是吴地给人最深的印象。数千年来，吴地人民为了适应和改,,
水花云叶桥,水花云叶桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,金盆山水耀光芒，琉璃迸破银瓶泻。散作明珠千万颗，老兔寒蟾景相吓。鱼婢蟹奴争献奇，手搴桂旗吹参差。水花云叶桥心布，移来海市秋风时。吴侬好事邀新客，舳舻衔尾排南陌。红豆新词出绛唇，粉胸绣臆回歌席。绿蛾淋漓柂,,
江北河,江北河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,丹阳原出细凉帽。杭州香檀果然高，溪口芋艿特别好。四月里来是蔷薇，大翔原出大雄鸡。绍兴小鸭勤生俗，江北河豚果然肥。五月里来是石榴，狮子灵岩对虎丘。虎丘山上原出一盏灯，少林独出狠拳头。六月里来是荷花，双,,
江南微雪路,江南微雪路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,如油，宝带桥平匹练浮。好种碧桃三万树，年年花里作春游。送韩仲常游武康[清]袁创风急霜清木叶凋，江南微雪路迢迢。寒云雁度金山寺，明月舟回宝带桥。长剑雄游增气色，短歌生计悔渔樵。余英溪畔时回首，好寄音书慰,,
江南河,江南河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,湖口。隋大业六年（610），弑父篡位的隋炀帝在平定一次军事政变后，要下江南散心畅游，于是下令开凿江南河。从京口（今镇江）到余杭（今杭州）八百余里长的陆地，在数十万民工昼夜不息地挖掘下，不到一年成为黄,,
江苏最美运河,江苏最美运河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,省宣传部、省交通运输厅、省文物局在镇江召开的“寻找大运河江苏记忆”活动成果发布会上，授予宝带桥“江苏最美运河地标”称号，并颁发荣誉证书。6月25日，史众恩任中共宝带桥社区委员会书记。7月5日，《人民日报》,,
沙家浜,沙家浜,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,影放映队在农闲、节假日期间至村放映电影。其时放映的片子有《红灯记》《智取威虎山》《红色娘子军》《沙家浜》《奇袭白虎团》等。20世纪80年代中期，广播电视逐步普及，港台通俗歌曲流行，业余文艺宣传队、电,,
沙角头野菱金桥,沙角头野菱金桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,里来是石榴，狮子灵岩对虎丘。虎丘山上原出一盏灯，少林独出狠拳头。六月里来是荷花，双奉原出大西瓜。沙角头野菱金桥出，紫塘原出甜西瓜。七月里来是凤仙，山东水梨果然甜。湖南蜜枣常山出，湖北水梨重半斤。八月里来是木,,
河北赵县赵州桥,河北赵县赵州桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,少已有3000多年。千姿百态的古桥，展示了我国古代劳动人民的聪明才智，有些工程技术堪称世界奇迹，河北赵县赵州桥就是现在世界上最古的一座“空腔式”石桥。1962年5月15日，我国发行了第一套《中国古代建筑：桥,,
河浜,河浜,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,地被征用，原9.5余亩鱼池随即退出养殖。附：捕鱼历史上，境域村民有捕鱼的传统，每当黄梅汛期，会去河浜、湖泊用鱼叉和小型捕鱼丝网捕鱼。村民使用工具捕鱼的方法，大体有以下四种：一是在两根小竹竿上结上2,,
河道实行河,河道实行河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,泥2.2万立方米。2017年1月，清淤800米长的下田港，清淤污泥7000立方米。12月，社区对河道实行河长责任制，党委书记徐志华、居委会主任江华、党委委员朱晓生分别兼任南港河、宝南中心河、下田港河河长,,
河（湖,河（湖,water,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,柔性墩”和多绞拱工艺，在设计营造上，创用了“柔性墩”与“刚性墩”相结合的方法，多孔石拱桥桥墩建在河（湖）中，承载垂直负荷及水平力。宝带桥的建造者，大胆摒弃了笨重的重力式实体墩，采用了上大下小、轻巧薄,,
沺泾,沺泾,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,等重大事项。一时，组织农民协会如燎原之火，在短时期内，即成立阊西、木渎、横泾、浒关、唯亭、相城、沺泾等七处。工农运动的蓬勃发展，使苏州古城沸腾起来。当时，奉系军阀和英、日帝国主义对北伐军的胜利发展,,
沿路,沿路,road,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,桥，步至澹台湖西岸，只见横街上有个十六七岁少年身背竹篓，一手执书，一手拿了竹夹，穿了双蓝色破鞋，沿路边看书、边拾破烂。林则徐遂问地保此人是谁。地保如实相告：少年姓王，名又双，童生，事父母，亲笃孝，,,
泥和田土地庙,泥和田土地庙,religious_site,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,华并线厂1975.3宝带桥南棉纱加工、并线41980821996.11转制金星镜片厂1977.2泥和田土地庙北镜片3500151994.12停办金星塑料厂1977.6金星大会堂食品塑料包装袋1400201,,
洋洋湖,洋洋湖,water,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,中流怒双蛟，长啸气不怍。挥剑复碎璧，慷慨何卓荦！宁知渡江来，音徽助文学。古墓缅云烟，荒祠照城郭。洋洋湖波间，流风一如昨。澹台湖[清]陆夫仪澹台湖水绿如油，宝带桥平匹练浮。好种碧桃三万树，年年花里作春,,
浩浩荡荡,浩浩荡荡,water,review,medium,2,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,，锣鼓队紧跟轿子，在本村田地周围周游1次，以祈猛将显灵，消除蝗灾，来年五谷丰登。一路上敲锣打鼓，浩浩荡荡。村上殷实人家还聘请堂名吹打迎接进家。做东人家奉牲献醴，进行祭祀。是夜每户男主人到新户主家喝酒做,,
涨痕犹见与桥,涨痕犹见与桥,bridge,review,medium,2,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,飞作吴中第一桥。过宝带桥有咏[清]侍新觉罗“弘历金阊清晓放舟行，宝带春风波漾轻。孔五十三易疏泄，涨痕犹见与桥平。浣溪纱·舟次吴门[清]谭献五十三桥未是长，水流不断似回肠。弄风帆影过吴江。玉枕啼痕犹昨日，,,
淮河,淮河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,它北起北京市通州区，途经今天津、河北、山东、江苏三省一市，直达浙江省杭州余杭区，贯通海河、黄河、淮河、长江、钱塘江五大水系。全长一千七百九十七千米，是世界上开凿时间最早、长度最长的一条人工河道。京,,
湖北桥头公园,湖北桥头公园,park,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,遍地筑路、造桥、盖房。这片紧挨苏城的热土正日益走向壮美。怀着深深的眷恋，近日我又重游澹台湖。我在湖北桥头公园小坐片刻。在那五十多亩依街傍水的绿地上，鲜花、草坪赏心悦目，亭廊、喷泉相依相偎；游乐设施新奇，老,,
湾环宛转长桥,湾环宛转长桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,中水乱流。多丽·宝带桥[清]宋穆施梦玉摄震泽，曾招宝带桥宴月之举，抚今追昔，情见乎词。荡兰桡，湾环宛转长桥。剩西风，湖光万顷，参差吹出琼箫。疏烟抹、黛螺丫髻，冷云罥，莺脰舒翘。乙未亭边，松陵路畔，远山隐,,
滨湖,滨湖,water,review,medium,4,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,自此后，风土清嘉的澹台湖、宝带桥为历代文人雅士游览观赏胜地，留下了不少千古传诵的题咏诗篇。境域为滨湖水网平原，地势平坦，雨水充沛，温暖湿润，有利水稻、三麦生长。然而，历史上因地势低洼，水涝、蝗虫灾,,
滴溜滚圆鸭俗桥,滴溜滚圆鸭俗桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,东南西北都有桥。葑门外面觅渡桥，盘门外面吴门桥。阊门外面有吊桥，金门有顶南星桥。齐门一顶铁路桥，滴溜滚圆鸭俗桥。古城苏州风光好，东南西北都有桥。横塘朝南到石湖桥，烧香上山行春桥。上方山上有仙桥，最长一条太湖,,
漂漂亮亮胭脂桥,漂漂亮亮胭脂桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,间歌手姚福寿274万年桥。阿弥陀佛慈悲桥，普度众生广济桥。古城苏州风光好，东南西北都有桥。漂漂亮亮胭脂桥，嘻嘻哈哈到乐桥。大桥小桥和拱桥，绕来绕去立交桥。高桥矮桥平板桥，十里水乡万座桥。啥人嗓子好来歌,,
